,SMILES,MolObject,MutationList,HeavyAtoms,ID,Charge,MolMass,Predecessor,Score,Density100C,DViscosity40C,DViscosity100C,KViscosity40C,KViscosity100C,KVI,DVI,ThermalConductivity,PourPoint,DiffusionCoefficient,Density40C
0,CCCCCCCCO,<rdkit.Chem.rdchem.Mol object at 0x14e09624a2e0>,"['AddAtom', 'InsertAromatic', 'ReplaceAtom']",9,Generation_1_Molecule_0,0.00000,130.231,<rdkit.Chem.rdchem.Mol object at 0x14e09621ff20>,,,,,,,,,,,,
1,CCCCO,<rdkit.Chem.rdchem.Mol object at 0x14e09624a430>,"[None, 'ReplaceAtom', 'ReplaceBond']",5,Generation_1_Molecule_1,-0.00000,74.12299999999999,<rdkit.Chem.rdchem.Mol object at 0x14e09621fd60>,,,,,,,,,,,,
2,CCCC(O)(CC)CC,<rdkit.Chem.rdchem.Mol object at 0x14e09624a660>,"['RemoveAtom', 'RemoveAtom', 'AddAtom']",9,Generation_1_Molecule_2,0.00000,130.231,<rdkit.Chem.rdchem.Mol object at 0x14e09621fe40>,,,,,,,,,,,,
3,CCCOC,<rdkit.Chem.rdchem.Mol object at 0x14e09624a740>,"[None, 'ReplaceAtom', 'InsertAromatic']",5,Generation_1_Molecule_3,-0.00000,74.12299999999999,<rdkit.Chem.rdchem.Mol object at 0x14e09621fd60>,,,,,,,,,,,,
4,CCCCCC,<rdkit.Chem.rdchem.Mol object at 0x14e09624a820>,"[None, 'RemoveAtom', 'AddAtom']",6,Generation_1_Molecule_4,-0.00000,86.178,<rdkit.Chem.rdchem.Mol object at 0x14e09624a4a0>,,,,,,,,,,,,
5,Oc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x14e09624a9e0>,"[None, 'AddAtom', 'AddAtom']",7,Generation_1_Molecule_5,0.00000,94.113,<rdkit.Chem.rdchem.Mol object at 0x14e09624a120>,,,,,,,,,,,,
6,CCCCCC(O)CC,<rdkit.Chem.rdchem.Mol object at 0x14e09624a580>,"['RemoveAtom', 'ReplaceBond', 'AddAtom']",9,Generation_1_Molecule_6,0.00000,130.231,<rdkit.Chem.rdchem.Mol object at 0x14e09621ff90>,,,,,,,,,,,,
7,CCCCCO,<rdkit.Chem.rdchem.Mol object at 0x14e09624a970>,"[None, 'ReplaceAtom', 'RemoveAtom']",6,Generation_1_Molecule_7,-0.00000,88.14999999999999,<rdkit.Chem.rdchem.Mol object at 0x14e09624a040>,,,,,,,,,,,,
8,CC=CCCCCC,<rdkit.Chem.rdchem.Mol object at 0x14e09624a5f0>,"[None, 'ReplaceBond', 'RemoveAtom']",8,Generation_1_Molecule_8,0.00000,112.216,<rdkit.Chem.rdchem.Mol object at 0x14e09621ff90>,,,,,,,,,,,,
9,CCCCCOCC,<rdkit.Chem.rdchem.Mol object at 0x14e09624aa50>,"['RemoveAtom', 'ReplaceAtom', 'AddAtom']",8,Generation_1_Molecule_9,-0.00000,116.204,<rdkit.Chem.rdchem.Mol object at 0x14e09621ff90>,,,,,,,,,,,,
10,CCCC(CC)CCC,<rdkit.Chem.rdchem.Mol object at 0x14e09624a890>,"['RemoveAtom', 'RemoveAtom', 'ReplaceBond']",9,Generation_1_Molecule_10,0.00000,128.259,<rdkit.Chem.rdchem.Mol object at 0x14e09621fe40>,,,,,,,,,,,,
11,CCCCCO,<rdkit.Chem.rdchem.Mol object at 0x14e09624a7b0>,"[None, 'ReplaceAtom', 'RemoveAtom']",6,Generation_1_Molecule_11,-0.00000,88.14999999999999,<rdkit.Chem.rdchem.Mol object at 0x14e09621fdd0>,,,,,,,,,,,,
12,CCCCCCCO,<rdkit.Chem.rdchem.Mol object at 0x14e09624a900>,"['AddAtom', 'RemoveAtom', 'ReplaceAtom']",8,Generation_1_Molecule_12,0.00000,116.204,<rdkit.Chem.rdchem.Mol object at 0x14e09624a0b0>,,,,,,,,,,,,
13,CCCCO,<rdkit.Chem.rdchem.Mol object at 0x14e09624ab30>,"['ReplaceAtom', 'ReplaceBond', 'ReplaceBond']",5,Generation_1_Molecule_13,-0.00000,74.12299999999999,<rdkit.Chem.rdchem.Mol object at 0x14e096264dd0>,,,,,,,,,,,,
14,CCCC(=O)CC,<rdkit.Chem.rdchem.Mol object at 0x14e09624aba0>,"[None, 'AddAtom', 'ReplaceBond']",7,Generation_1_Molecule_14,-0.00000,100.161,<rdkit.Chem.rdchem.Mol object at 0x14e09621fdd0>,,,,,,,,,,,,
15,CC=C(CC)CC,<rdkit.Chem.rdchem.Mol object at 0x14e09624add0>,"[None, 'RemoveAtom', 'AddAtom']",7,Generation_1_Molecule_15,-0.00000,98.189,<rdkit.Chem.rdchem.Mol object at 0x14e09624acf0>,,,,,,,,,,,,
16,CCC(C)C,<rdkit.Chem.rdchem.Mol object at 0x14e09624aeb0>,"[None, 'AddAtom', 'AddAtom']",5,Generation_1_Molecule_16,-0.00000,72.151,<rdkit.Chem.rdchem.Mol object at 0x14e096264dd0>,,,,,,,,,,,,
17,CCCOCC,<rdkit.Chem.rdchem.Mol object at 0x14e09624ad60>,"[None, 'ReplaceAtom', 'AddFragment']",6,Generation_1_Molecule_17,-0.00000,88.14999999999999,<rdkit.Chem.rdchem.Mol object at 0x14e09621fdd0>,,,,,,,,,,,,
18,CCCCCCCCCCCCC,<rdkit.Chem.rdchem.Mol object at 0x14e09624af20>,"['AddAtom', 'RemoveAtom', 'RemoveAtom']",13,Generation_1_Molecule_18,0.00000,184.367,<rdkit.Chem.rdchem.Mol object at 0x14e09621fd60>,,,,,,,,,,,,
19,CCCCC(C)C,<rdkit.Chem.rdchem.Mol object at 0x14e09624ac10>,"['AddAtom', 'AddAtom', 'RemoveAtom']",7,Generation_1_Molecule_19,-0.00000,100.205,<rdkit.Chem.rdchem.Mol object at 0x14e09621fdd0>,,,,,,,,,,,,
20,C=C(CC)C(C)CC,<rdkit.Chem.rdchem.Mol object at 0x14e09624ae40>,"[None, 'AddAtom', 'ReplaceBond']",8,Generation_1_Molecule_20,-0.00000,112.216,<rdkit.Chem.rdchem.Mol object at 0x14e09621feb0>,,,,,,,,,,,,
21,CC=C(CC)CCC,<rdkit.Chem.rdchem.Mol object at 0x14e09624ac80>,"[None, 'ReplaceBond', 'RemoveAtom']",8,Generation_1_Molecule_21,0.00000,112.216,<rdkit.Chem.rdchem.Mol object at 0x14e09621fe40>,,,,,,,,,,,,
22,CCCOCCC,<rdkit.Chem.rdchem.Mol object at 0x14e09624aac0>,"[None, 'ReplaceAtom', 'AddAtom']",7,Generation_1_Molecule_22,0.00000,102.17699999999999,<rdkit.Chem.rdchem.Mol object at 0x14e09624a0b0>,,,,,,,,,,,,
23,CCCCC,<rdkit.Chem.rdchem.Mol object at 0x14e09624a3c0>,"[None, 'RemoveAtom', 'ReplaceBond']",5,Generation_1_Molecule_23,-0.00000,72.151,<rdkit.Chem.rdchem.Mol object at 0x14e0961f8120>,,,,,,,,,,,,
24,CCCCC,<rdkit.Chem.rdchem.Mol object at 0x14e09624a510>,"[None, None, 'RemoveAtom']",5,Generation_1_Molecule_24,-0.00000,72.151,<rdkit.Chem.rdchem.Mol object at 0x14e09624af90>,,,,,,,,,,,,
25,CCCC(C)CC,<rdkit.Chem.rdchem.Mol object at 0x14e0961f8430>,"[None, 'RemoveAtom', 'ReplaceBond']",7,Generation_1_Molecule_25,-0.00000,100.205,<rdkit.Chem.rdchem.Mol object at 0x14e09624a6d0>,,,,,,,,,,,,
26,CCCCc1cccc(CC)c1,<rdkit.Chem.rdchem.Mol object at 0x14e0961f80b0>,"['RemoveAtom', 'ReplaceBond', 'AddAtom']",12,Generation_1_Molecule_26,0.00000,162.276,<rdkit.Chem.rdchem.Mol object at 0x14e09624a040>,,,,,,,,,,,,
27,C=C(C)CCCCCCC,<rdkit.Chem.rdchem.Mol object at 0x14e0961f8040>,"['ReplaceAtom', 'InsertAromatic', 'RemoveAtom']",10,Generation_1_Molecule_27,0.00000,140.26999999999998,<rdkit.Chem.rdchem.Mol object at 0x14e09621ff20>,,,,,,,,,,,,
28,CC=CCC,<rdkit.Chem.rdchem.Mol object at 0x14e0961f83c0>,"[None, None, 'ReplaceBond']",5,Generation_1_Molecule_28,-0.00000,70.13499999999999,<rdkit.Chem.rdchem.Mol object at 0x14e09621fd60>,,,,,,,,,,,,
29,CCCCCCCCC(CC)CCC,<rdkit.Chem.rdchem.Mol object at 0x14e0961f82e0>,"['ReplaceBond', 'ReplaceAtom', 'ReplaceAtom']",14,Generation_1_Molecule_29,0.00000,198.394,<rdkit.Chem.rdchem.Mol object at 0x14e09624a040>,,,,,,,,,,,,
30,CCC(C)CC,<rdkit.Chem.rdchem.Mol object at 0x14e0961f8190>,"['AddAtom', 'RemoveAtom', 'InsertAromatic']",6,Generation_1_Molecule_30,-0.00000,86.178,<rdkit.Chem.rdchem.Mol object at 0x14e09621fd60>,,,,,,,,,,,,
31,CCCCc1ccccc1CC,<rdkit.Chem.rdchem.Mol object at 0x14e0961f8660>,"['ReplaceAtom', 'RemoveAtom', 'ReplaceAtom']",12,Generation_1_Molecule_31,0.00000,162.276,<rdkit.Chem.rdchem.Mol object at 0x14e09621fdd0>,,,,,,,,,,,,
32,CCCc1ccccc1CC,<rdkit.Chem.rdchem.Mol object at 0x14e0961f85f0>,"['AddAtom', 'InsertAromatic', 'InsertAromatic']",11,Generation_1_Molecule_32,0.00000,148.24899999999997,<rdkit.Chem.rdchem.Mol object at 0x14e09621fd60>,,,,,,,,,,,,
33,CCCc1ccccc1CCC,<rdkit.Chem.rdchem.Mol object at 0x14e0961f8580>,"['AddAtom', 'RemoveAtom', 'ReplaceBond']",12,Generation_1_Molecule_33,0.00000,162.276,<rdkit.Chem.rdchem.Mol object at 0x14e09624a040>,,,,,,,,,,,,
34,CCCCCC(C)CC,<rdkit.Chem.rdchem.Mol object at 0x14e0961f84a0>,"['ReplaceAtom', 'InsertAromatic', 'RemoveAtom']",9,Generation_1_Molecule_34,0.00000,128.259,<rdkit.Chem.rdchem.Mol object at 0x14e09621ff90>,,,,,,,,,,,,
35,CC=CCCC,<rdkit.Chem.rdchem.Mol object at 0x14e0961f8740>,"[None, 'ReplaceBond', 'AddAtom']",6,Generation_1_Molecule_35,-0.00000,84.162,<rdkit.Chem.rdchem.Mol object at 0x14e09621fdd0>,,,,,,,,,,,,
36,CCC(C)CCc1ccccc1C,<rdkit.Chem.rdchem.Mol object at 0x14e0961f8820>,"['RemoveAtom', 'AddAtom', 'ReplaceBond']",13,Generation_1_Molecule_36,0.00000,176.303,<rdkit.Chem.rdchem.Mol object at 0x14e09621feb0>,,,,,,,,,,,,
37,CCCCCCc1cccc(CCC)c1,<rdkit.Chem.rdchem.Mol object at 0x14e0961f8890>,"['RemoveAtom', 'ReplaceBond', 'RemoveAtom']",15,Generation_1_Molecule_37,0.00000,204.357,<rdkit.Chem.rdchem.Mol object at 0x14e09621ff20>,,,,,,,,,,,,
38,CCCC(C)CO,<rdkit.Chem.rdchem.Mol object at 0x14e0961f8270>,"[None, 'ReplaceAtom', 'AddAtom']",7,Generation_1_Molecule_38,-0.00000,102.17699999999999,<rdkit.Chem.rdchem.Mol object at 0x14e09621feb0>,,,,,,,,,,,,
39,CCCCCc1cccc(C)c1,<rdkit.Chem.rdchem.Mol object at 0x14e0961f8970>,"['RemoveAtom', 'RemoveAtom', 'ReplaceAtom']",12,Generation_1_Molecule_39,0.00000,162.276,<rdkit.Chem.rdchem.Mol object at 0x14e09621fdd0>,,,,,,,,,,,,
40,CCCC=CCCC,<rdkit.Chem.rdchem.Mol object at 0x14e0961f87b0>,"[None, 'ReplaceBond', 'AddAtom']",8,Generation_1_Molecule_40,0.00000,112.216,<rdkit.Chem.rdchem.Mol object at 0x14e09621ff90>,,,,,,,,,,,,
41,CCCCCCCC=O,<rdkit.Chem.rdchem.Mol object at 0x14e0961f86d0>,"['AddAtom', 'AddAtom', 'InsertAromatic']",9,Generation_1_Molecule_41,-0.00000,128.215,<rdkit.Chem.rdchem.Mol object at 0x14e09621ff90>,,,,,,,,,,,,
42,Cc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x14e0961f89e0>,"[None, 'AddAtom', 'AddAtom']",7,Generation_1_Molecule_42,0.00000,92.14099999999999,<rdkit.Chem.rdchem.Mol object at 0x14e09624a120>,,,,,,,,,,,,
43,CCCCCCCCCCCCC,<rdkit.Chem.rdchem.Mol object at 0x14e0961f8b30>,"['ReplaceBond', 'ReplaceBond', 'RemoveAtom']",13,Generation_1_Molecule_43,0.00000,184.367,<rdkit.Chem.rdchem.Mol object at 0x14e09621fe40>,,,,,,,,,,,,
44,CCC(C)C(CC)CC,<rdkit.Chem.rdchem.Mol object at 0x14e0961f8a50>,"['ReplaceBond', 'InsertAromatic', 'RemoveAtom']",9,Generation_1_Molecule_44,0.00000,128.259,<rdkit.Chem.rdchem.Mol object at 0x14e09621fe40>,,,,,,,,,,,,
45,CCCCCCCOC,<rdkit.Chem.rdchem.Mol object at 0x14e0961f8900>,"['AddAtom', 'AddAtom', 'ReplaceAtom']",9,Generation_1_Molecule_45,-0.00000,130.231,<rdkit.Chem.rdchem.Mol object at 0x14e09621ff20>,,,,,,,,,,,,
46,CCCC(C)OC,<rdkit.Chem.rdchem.Mol object at 0x14e0961f8ba0>,"['InsertAromatic', 'ReplaceAtom', 'ReplaceAtom']",7,Generation_1_Molecule_46,-0.00000,102.17699999999999,<rdkit.Chem.rdchem.Mol object at 0x14e09621feb0>,,,,,,,,,,,,
47,CCCCC,<rdkit.Chem.rdchem.Mol object at 0x14e0961f8c80>,"[None, None, 'RemoveAtom']",5,Generation_1_Molecule_47,-0.00000,72.151,<rdkit.Chem.rdchem.Mol object at 0x14e0961f8c10>,,,,,,,,,,,,
48,CCCC=CCCC,<rdkit.Chem.rdchem.Mol object at 0x14e0961f8e40>,"[None, 'ReplaceBond', 'InsertAromatic']",8,Generation_1_Molecule_48,0.00000,112.216,<rdkit.Chem.rdchem.Mol object at 0x14e09621ff90>,,,,,,,,,,,,
49,CC=CCCCCC,<rdkit.Chem.rdchem.Mol object at 0x14e0961f8ac0>,"[None, 'ReplaceBond', 'ReplaceAtom']",8,Generation_1_Molecule_49,0.00000,112.216,<rdkit.Chem.rdchem.Mol object at 0x14e09621ff90>,,,,,,,,,,,,
50,CCCc1cccc(CCCOCC)c1,<rdkit.Chem.rdchem.Mol object at 0x14e0961f8510>,"['RemoveAtom', 'ReplaceBond', 'RemoveAtom']",15,Generation_2_Molecule_50,0.00000,206.32899999999998,<rdkit.Chem.rdchem.Mol object at 0x14e0961f8890>,,,,,,,,,,,,
51,CCCCCCCCCCCCCCCCC(CC)CCC,<rdkit.Chem.rdchem.Mol object at 0x14e0961f8f90>,"['ReplaceBond', 'ReplaceAtom', 'ReplaceAtom']",22,Generation_2_Molecule_51,-0.00000,310.60999999999996,<rdkit.Chem.rdchem.Mol object at 0x14e0961f82e0>,,,,,,,,,,,,
52,CCCCCCCCCC(=O)CCC,<rdkit.Chem.rdchem.Mol object at 0x14e0961b1040>,"['AddAtom', 'RemoveAtom', 'RemoveAtom']",14,Generation_2_Molecule_52,0.00000,198.35,<rdkit.Chem.rdchem.Mol object at 0x14e09624af20>,,,,,,,,,,,,
53,CCC=CCCCCCCCCC,<rdkit.Chem.rdchem.Mol object at 0x14e0961b10b0>,"['ReplaceBond', 'ReplaceBond', 'RemoveAtom']",13,Generation_2_Molecule_53,0.00000,182.351,<rdkit.Chem.rdchem.Mol object at 0x14e0961f8b30>,,,,,,,,,,,,
54,CCCC(CC)CCCCC(C)CCc1ccccc1C,<rdkit.Chem.rdchem.Mol object at 0x14e0961b1270>,"['RemoveAtom', 'AddAtom', 'ReplaceBond']",21,Generation_2_Molecule_54,-0.00000,288.519,<rdkit.Chem.rdchem.Mol object at 0x14e0961f8820>,,,,,,,,,,,,
55,CCCc1ccccc1OCC,<rdkit.Chem.rdchem.Mol object at 0x14e0961b14a0>,"['AddAtom', 'RemoveAtom', 'ReplaceBond']",12,Generation_2_Molecule_55,0.00000,164.24799999999996,<rdkit.Chem.rdchem.Mol object at 0x14e0961f8580>,,,,,,,,,,,,
56,CCCCCc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x14e0961b1580>,"['RemoveAtom', 'RemoveAtom', 'ReplaceAtom']",11,Generation_2_Molecule_56,0.00000,148.24899999999997,<rdkit.Chem.rdchem.Mol object at 0x14e0961b1430>,,,,,,,,,,,,
57,CCCCCC(CC)CCC(CC)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x14e0961b12e0>,"['AddAtom', 'InsertAromatic', 'InsertAromatic']",19,Generation_2_Molecule_57,-0.00000,260.465,<rdkit.Chem.rdchem.Mol object at 0x14e0961f85f0>,,,,,,,,,,,,
58,C=C(C)CCCC(=O)CCC,<rdkit.Chem.rdchem.Mol object at 0x14e0961b1120>,"['ReplaceAtom', 'InsertAromatic', 'RemoveAtom']",11,Generation_2_Molecule_58,-0.00000,154.253,<rdkit.Chem.rdchem.Mol object at 0x14e0961f8040>,,,,,,,,,,,,
59,CCCCCCc1ccccc1CCO,<rdkit.Chem.rdchem.Mol object at 0x14e0961b15f0>,"['AddAtom', 'InsertAromatic', 'ReplaceAtom']",15,Generation_2_Molecule_59,0.00000,206.32899999999998,<rdkit.Chem.rdchem.Mol object at 0x14e09624a2e0>,,,,,,,,,,,,
60,CC=CC(O)(CC)CC,<rdkit.Chem.rdchem.Mol object at 0x14e0961b13c0>,"['RemoveAtom', 'RemoveAtom', 'AddAtom']",9,Generation_2_Molecule_60,0.00000,128.215,<rdkit.Chem.rdchem.Mol object at 0x14e09624a660>,,,,,,,,,,,,
61,CCC(O)CCCOC,<rdkit.Chem.rdchem.Mol object at 0x14e0961b16d0>,"['RemoveAtom', 'ReplaceBond', 'AddAtom']",9,Generation_2_Molecule_61,0.00000,132.203,<rdkit.Chem.rdchem.Mol object at 0x14e09624a580>,,,,,,,,,,,,
62,CCCCCC(O)COC,<rdkit.Chem.rdchem.Mol object at 0x14e0961b1510>,"['AddAtom', 'AddAtom', 'ReplaceAtom']",10,Generation_2_Molecule_62,0.00000,146.23,<rdkit.Chem.rdchem.Mol object at 0x14e0961f8900>,,,,,,,,,,,,
63,CCCC(CC)CC,<rdkit.Chem.rdchem.Mol object at 0x14e0961b1970>,"['RemoveAtom', 'RemoveAtom', 'ReplaceBond']",8,Generation_2_Molecule_63,-0.00000,114.232,<rdkit.Chem.rdchem.Mol object at 0x14e0961b1740>,,,,,,,,,,,,
64,CCC(C)CCCCc1ccccc1C,<rdkit.Chem.rdchem.Mol object at 0x14e0961b1660>,"['ReplaceAtom', 'InsertAromatic', 'RemoveAtom']",15,Generation_2_Molecule_64,0.00000,204.357,<rdkit.Chem.rdchem.Mol object at 0x14e0961f84a0>,,,,,,,,,,,,
65,CCC(C)C(CC)C(C)O,<rdkit.Chem.rdchem.Mol object at 0x14e0961b1ac0>,"['ReplaceBond', 'InsertAromatic', 'RemoveAtom']",10,Generation_2_Molecule_65,0.00000,144.25799999999998,<rdkit.Chem.rdchem.Mol object at 0x14e0961f8a50>,,,,,,,,,,,,
66,CCCCCCc1ccc(CC=O)cc1,<rdkit.Chem.rdchem.Mol object at 0x14e0961b1890>,"['AddAtom', 'AddAtom', 'InsertAromatic']",15,Generation_2_Molecule_66,0.00000,204.313,<rdkit.Chem.rdchem.Mol object at 0x14e0961f86d0>,,,,,,,,,,,,
67,CCOCCCCc1ccc(C)cc1,<rdkit.Chem.rdchem.Mol object at 0x14e0961b1a50>,"['RemoveAtom', 'ReplaceAtom', 'AddAtom']",14,Generation_2_Molecule_67,0.00000,192.302,<rdkit.Chem.rdchem.Mol object at 0x14e09624aa50>,,,,,,,,,,,,
68,CCCCCCO,<rdkit.Chem.rdchem.Mol object at 0x14e0961b1d60>,"['AddAtom', 'RemoveAtom', 'ReplaceAtom']",7,Generation_2_Molecule_68,-0.00000,102.17699999999999,<rdkit.Chem.rdchem.Mol object at 0x14e0961b1820>,,,,,,,,,,,,
69,CC=C(C)CCC,<rdkit.Chem.rdchem.Mol object at 0x14e0961b1f20>,"[None, 'ReplaceBond', 'RemoveAtom']",7,Generation_2_Molecule_69,-0.00000,98.189,<rdkit.Chem.rdchem.Mol object at 0x14e0961b1ba0>,,,,,,,,,,,,
70,CC=CCCCOC,<rdkit.Chem.rdchem.Mol object at 0x14e0961b1190>,"[None, 'ReplaceBond', 'ReplaceAtom']",8,Generation_2_Molecule_70,-0.00000,114.18799999999999,<rdkit.Chem.rdchem.Mol object at 0x14e0961f8ac0>,,,,,,,,,,,,
71,C=C(C)COCCC,<rdkit.Chem.rdchem.Mol object at 0x14e0961b1350>,"[None, 'ReplaceAtom', 'AddAtom']",8,Generation_2_Molecule_71,0.00000,114.18799999999999,<rdkit.Chem.rdchem.Mol object at 0x14e09624aac0>,,,,,,,,,,,,
72,C=CC(CO)CCC,<rdkit.Chem.rdchem.Mol object at 0x14e0961b1200>,"[None, 'ReplaceAtom', 'AddAtom']",8,Generation_2_Molecule_72,0.00000,114.18799999999999,<rdkit.Chem.rdchem.Mol object at 0x14e0961f8270>,,,,,,,,,,,,
73,CCCC(C)Oc1cccc(C)c1,<rdkit.Chem.rdchem.Mol object at 0x14e0961b1c10>,"['InsertAromatic', 'ReplaceAtom', 'ReplaceAtom']",13,Generation_2_Molecule_73,0.00000,178.275,<rdkit.Chem.rdchem.Mol object at 0x14e0961f8ba0>,,,,,,,,,,,,
74,CCCCC(C)CO,<rdkit.Chem.rdchem.Mol object at 0x14e0961b1eb0>,"['AddAtom', 'AddAtom', 'RemoveAtom']",8,Generation_2_Molecule_74,0.00000,116.204,<rdkit.Chem.rdchem.Mol object at 0x14e09624ac10>,,,,,,,,,,,,
75,CC=C(CC)CCO,<rdkit.Chem.rdchem.Mol object at 0x14e0961b1cf0>,"[None, 'RemoveAtom', 'AddAtom']",8,Generation_2_Molecule_75,-0.00000,114.18799999999999,<rdkit.Chem.rdchem.Mol object at 0x14e09624add0>,,,,,,,,,,,,
76,Oc1ccc(O)cc1,<rdkit.Chem.rdchem.Mol object at 0x14e0961b1dd0>,"[None, 'AddAtom', 'AddAtom']",8,Generation_2_Molecule_76,0.00000,110.11200000000001,<rdkit.Chem.rdchem.Mol object at 0x14e09624a9e0>,,,,,,,,,,,,
77,Cc1ccccc1C,<rdkit.Chem.rdchem.Mol object at 0x14e0961b1900>,"[None, 'AddAtom', 'AddAtom']",8,Generation_2_Molecule_77,0.00000,106.16799999999999,<rdkit.Chem.rdchem.Mol object at 0x14e0961f89e0>,,,,,,,,,,,,
78,CCCCO,<rdkit.Chem.rdchem.Mol object at 0x14e0961b72e0>,"[None, 'ReplaceAtom', 'RemoveAtom']",5,Generation_2_Molecule_78,-0.00000,74.12299999999999,<rdkit.Chem.rdchem.Mol object at 0x14e0961b1f90>,,,,,,,,,,,,
79,CCCC(O)CC,<rdkit.Chem.rdchem.Mol object at 0x14e0961b7190>,"[None, 'RemoveAtom', 'AddAtom']",7,Generation_2_Molecule_79,-0.00000,102.17699999999999,<rdkit.Chem.rdchem.Mol object at 0x14e09624a820>,,,,,,,,,,,,
80,CCC(C)Cc1cccc(C)c1,<rdkit.Chem.rdchem.Mol object at 0x14e0961b17b0>,"['AddAtom', 'RemoveAtom', 'InsertAromatic']",12,Generation_2_Molecule_80,0.00000,162.276,<rdkit.Chem.rdchem.Mol object at 0x14e0961f8190>,,,,,,,,,,,,
81,CC=CC(=O)CC,<rdkit.Chem.rdchem.Mol object at 0x14e0961b1b30>,"[None, 'ReplaceBond', 'AddAtom']",7,Generation_2_Molecule_81,-0.00000,98.145,<rdkit.Chem.rdchem.Mol object at 0x14e0961f8740>,,,,,,,,,,,,
82,CCCCCCCCCCCCCO,<rdkit.Chem.rdchem.Mol object at 0x14e0961b1e40>,"['ReplaceAtom', 'ReplaceBond', 'ReplaceBond']",14,Generation_2_Molecule_82,-0.00000,200.36599999999999,<rdkit.Chem.rdchem.Mol object at 0x14e09624ab30>,,,,,,,,,,,,
83,CCC(C)CC,<rdkit.Chem.rdchem.Mol object at 0x14e0961b73c0>,"[None, 'AddAtom', 'AddAtom']",6,Generation_2_Molecule_83,-0.00000,86.178,<rdkit.Chem.rdchem.Mol object at 0x14e09624aeb0>,,,,,,,,,,,,
84,CC=CCC,<rdkit.Chem.rdchem.Mol object at 0x14e0961b75f0>,"[None, 'RemoveAtom', 'ReplaceBond']",5,Generation_2_Molecule_84,-0.00000,70.13499999999999,<rdkit.Chem.rdchem.Mol object at 0x14e09624a3c0>,,,,,,,,,,,,
85,CCCCCCCCCCC=CCCCCC(CC)CCC,<rdkit.Chem.rdchem.Mol object at 0x14e0961b7510>,"['ReplaceBond', 'ReplaceAtom', 'ReplaceAtom']",22,Generation_3_Molecule_85,-0.00000,308.59399999999994,<rdkit.Chem.rdchem.Mol object at 0x14e0961f8f90>,,,,,,,,,,,,
86,CCCC(CC)CCCCC(C)=CCc1ccccc1C,<rdkit.Chem.rdchem.Mol object at 0x14e0961b7040>,"['RemoveAtom', 'AddAtom', 'ReplaceBond']",21,Generation_3_Molecule_86,-0.00000,286.503,<rdkit.Chem.rdchem.Mol object at 0x14e0961b1270>,,,,,,,,,,,,
87,CC=C(CCCCC)CCC(CC)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x14e0961b7200>,"['AddAtom', 'InsertAromatic', 'InsertAromatic']",19,Generation_3_Molecule_87,-0.00000,258.44899999999996,<rdkit.Chem.rdchem.Mol object at 0x14e0961b12e0>,,,,,,,,,,,,
88,CCCCCCCCOCCCc1cccc(CCC)c1,<rdkit.Chem.rdchem.Mol object at 0x14e0961b7430>,"['RemoveAtom', 'ReplaceBond', 'RemoveAtom']",21,Generation_3_Molecule_88,0.00000,290.491,<rdkit.Chem.rdchem.Mol object at 0x14e0961f8510>,,,,,,,,,,,,
89,CCCCCCCCCCCCCc1ccccc1CCO,<rdkit.Chem.rdchem.Mol object at 0x14e0961b76d0>,"['AddAtom', 'InsertAromatic', 'ReplaceAtom']",22,Generation_3_Molecule_89,-0.00000,304.51800000000003,<rdkit.Chem.rdchem.Mol object at 0x14e0961b15f0>,,,,,,,,,,,,
90,CCCCCCCC(CC)CCCc1cccc(CCC)c1,<rdkit.Chem.rdchem.Mol object at 0x14e0961b7740>,"['RemoveAtom', 'ReplaceBond', 'RemoveAtom']",22,Generation_3_Molecule_90,-0.00000,302.54599999999994,<rdkit.Chem.rdchem.Mol object at 0x14e0961f8890>,,,,,,,,,,,,
91,CCC(C)CCCC(C)c1ccccc1C,<rdkit.Chem.rdchem.Mol object at 0x14e0961b7350>,"['ReplaceAtom', 'InsertAromatic', 'RemoveAtom']",16,Generation_3_Molecule_91,0.00000,218.384,<rdkit.Chem.rdchem.Mol object at 0x14e0961b1660>,,,,,,,,,,,,
92,CCCCCOc1ccc(CC=O)cc1,<rdkit.Chem.rdchem.Mol object at 0x14e0961b7660>,"['AddAtom', 'AddAtom', 'InsertAromatic']",15,Generation_3_Molecule_92,0.00000,206.285,<rdkit.Chem.rdchem.Mol object at 0x14e0961b1890>,,,,,,,,,,,,
93,CCCCCC(=O)CCCCCCCO,<rdkit.Chem.rdchem.Mol object at 0x14e0961b7820>,"['ReplaceAtom', 'ReplaceBond', 'ReplaceBond']",15,Generation_3_Molecule_93,0.00000,214.349,<rdkit.Chem.rdchem.Mol object at 0x14e0961b1e40>,,,,,,,,,,,,
94,CCCCCCCCc1ccccc1C(CC)CCC,<rdkit.Chem.rdchem.Mol object at 0x14e0961b7970>,"['ReplaceBond', 'ReplaceAtom', 'ReplaceAtom']",20,Generation_3_Molecule_94,-0.00000,274.49199999999996,<rdkit.Chem.rdchem.Mol object at 0x14e0961f82e0>,,,,,,,,,,,,
