,SMILES,MolObject,MutationList,HeavyAtoms,ID,Charge,MolMass,Predecessor,Score,Density100C,DViscosity40C,DViscosity100C,KViscosity40C,KViscosity100C,KVI,DVI,ThermalConductivity,PourPoint,DiffusionCoefficient,Density40C
0,CCCCOCC,<rdkit.Chem.rdchem.Mol object at 0x000001C589532810>,"[None, 'ReplaceAtom', 'AddAtom']",7,Generation_1_Molecule_0,-0.00000,102.17699999999999,<rdkit.Chem.rdchem.Mol object at 0x000001C589532650>,1425,,,,,,,,,,,
1,Cc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x000001C589532880>,"[None, None, 'AddAtom']",7,Generation_1_Molecule_1,0.00000,92.14099999999999,<rdkit.Chem.rdchem.Mol object at 0x000001C589532730>,896,,,,,,,,,,,
2,CCCCCCCC,<rdkit.Chem.rdchem.Mol object at 0x000001C589532C70>,"['RemoveAtom', 'RemoveAtom', 'AddAtom']",8,Generation_1_Molecule_2,-0.00000,114.232,<rdkit.Chem.rdchem.Mol object at 0x000001C589532960>,3230,,,,,,,,,,,
3,C=C(C)CCC,<rdkit.Chem.rdchem.Mol object at 0x000001C589532B20>,"[None, 'AddAtom', 'ReplaceAtom']",6,Generation_1_Molecule_3,-0.00000,84.162,<rdkit.Chem.rdchem.Mol object at 0x000001C589532D50>,2131,,,,,,,,,,,
4,CCCCCC,<rdkit.Chem.rdchem.Mol object at 0x000001C589532A40>,"[None, 'RemoveAtom', 'AddAtom']",6,Generation_1_Molecule_4,-0.00000,86.178,<rdkit.Chem.rdchem.Mol object at 0x000001C5895328F0>,2028,,,,,,,,,,,
5,CCCCCCC=O,<rdkit.Chem.rdchem.Mol object at 0x000001C589532DC0>,"[None, None, 'AddAtom']",8,Generation_1_Molecule_5,-0.00000,114.18799999999999,<rdkit.Chem.rdchem.Mol object at 0x000001C589532EA0>,212,,,,,,,,,,,
6,CCC=CCCCC,<rdkit.Chem.rdchem.Mol object at 0x000001C589532E30>,"['RemoveAtom', 'AddFragment', 'AddAtom']",8,Generation_1_Molecule_6,0.00000,112.216,<rdkit.Chem.rdchem.Mol object at 0x000001C589532F10>,3127,,,,,,,,,,,
7,CCCCCC(O)CCC,<rdkit.Chem.rdchem.Mol object at 0x000001C589532CE0>,"[None, None, 'AddAtom']",10,Generation_1_Molecule_7,0.00000,144.25799999999998,<rdkit.Chem.rdchem.Mol object at 0x000001C589532F80>,1161,,,,,,,,,,,
8,CCCCCO,<rdkit.Chem.rdchem.Mol object at 0x000001C5895329D0>,"['ReplaceAtom', 'ReplaceBond', 'AddAtom']",6,Generation_1_Molecule_8,-0.00000,88.14999999999999,<rdkit.Chem.rdchem.Mol object at 0x000001C589532B90>,3629,,,,,,,,,,,
9,C=C(CC)CCC,<rdkit.Chem.rdchem.Mol object at 0x000001C5895331B0>,"[None, None, 'ReplaceBond']",7,Generation_1_Molecule_9,-0.00000,98.189,<rdkit.Chem.rdchem.Mol object at 0x000001C589533060>,303,,,,,,,,,,,
10,CCCOCC,<rdkit.Chem.rdchem.Mol object at 0x000001C589532AB0>,"[None, 'ReplaceAtom', 'ReplaceAtom']",6,Generation_1_Molecule_10,-0.00000,88.14999999999999,<rdkit.Chem.rdchem.Mol object at 0x000001C589533220>,3746,,,,,,,,,,,
11,CCCCCC,<rdkit.Chem.rdchem.Mol object at 0x000001C589533370>,"[None, None, 'RemoveAtom']",6,Generation_1_Molecule_11,-0.00000,86.178,<rdkit.Chem.rdchem.Mol object at 0x000001C5895333E0>,1156,,,,,,,,,,,
12,CCC(CC)CCO,<rdkit.Chem.rdchem.Mol object at 0x000001C589533450>,"[None, None, 'ReplaceAtom']",8,Generation_1_Molecule_12,0.00000,116.204,<rdkit.Chem.rdchem.Mol object at 0x000001C589533530>,437,,,,,,,,,,,
13,C=CCCCCC,<rdkit.Chem.rdchem.Mol object at 0x000001C589533300>,"[None, 'AddAtom', 'AddAtom']",7,Generation_1_Molecule_13,0.04500,98.189,<rdkit.Chem.rdchem.Mol object at 0x000001C589532FF0>,1961,,,,,,,,,,,
14,C=C(C)C(C)CCC,<rdkit.Chem.rdchem.Mol object at 0x000001C589533140>,"['ReplaceBond', 'AddAtom', 'RemoveAtom']",8,Generation_1_Molecule_14,-0.00000,112.216,<rdkit.Chem.rdchem.Mol object at 0x000001C589532C00>,2430,,,,,,,,,,,
15,CC=CCCC,<rdkit.Chem.rdchem.Mol object at 0x000001C5895337D0>,"[None, 'RemoveAtom', 'RemoveAtom']",6,Generation_1_Molecule_15,-0.00000,84.162,<rdkit.Chem.rdchem.Mol object at 0x000001C589533290>,2915,,,,,,,,,,,
16,CCCOCCC,<rdkit.Chem.rdchem.Mol object at 0x000001C5895338B0>,"['AddAtom', 'RemoveAtom', 'AddFragment']",7,Generation_1_Molecule_16,0.00000,102.17699999999999,<rdkit.Chem.rdchem.Mol object at 0x000001C589533920>,4112,,,,,,,,,,,
17,CCC(=O)C(C)CC,<rdkit.Chem.rdchem.Mol object at 0x000001C589533990>,"[None, None, 'AddAtom']",8,Generation_1_Molecule_17,-0.00000,114.18799999999999,<rdkit.Chem.rdchem.Mol object at 0x000001C589533760>,1393,,,,,,,,,,,
18,CCCOC,<rdkit.Chem.rdchem.Mol object at 0x000001C589533840>,"['AddFragment', 'AddFragment', 'AddAtom']",5,Generation_1_Molecule_18,-0.00000,74.12299999999999,<rdkit.Chem.rdchem.Mol object at 0x000001C589533680>,3798,,,,,,,,,,,
19,C=CCCC,<rdkit.Chem.rdchem.Mol object at 0x000001C589533610>,"['ReplaceAtom', 'AddAtom', 'AddAtom']",5,Generation_1_Molecule_19,0.04500,70.13499999999999,<rdkit.Chem.rdchem.Mol object at 0x000001C5895334C0>,2724,,,,,,,,,,,
20,CC=CCCC,<rdkit.Chem.rdchem.Mol object at 0x000001C5895336F0>,"['RemoveAtom', 'ReplaceAtom', 'RemoveAtom']",6,Generation_1_Molecule_20,-0.00000,84.162,<rdkit.Chem.rdchem.Mol object at 0x000001C589533A70>,2214,,,,,,,,,,,
21,CCCCC,<rdkit.Chem.rdchem.Mol object at 0x000001C589533B50>,"['ReplaceBond', 'ReplaceAtom', 'ReplaceAtom']",5,Generation_1_Molecule_21,-0.00000,72.151,<rdkit.Chem.rdchem.Mol object at 0x000001C589533AE0>,3463,,,,,,,,,,,
22,CCCC=CCCCC,<rdkit.Chem.rdchem.Mol object at 0x000001C589533D80>,"['RemoveAtom', 'RemoveAtom', 'ReplaceBond']",9,Generation_1_Molecule_22,0.00000,126.243,<rdkit.Chem.rdchem.Mol object at 0x000001C589533D10>,4748,,,,,,,,,,,
23,CCCC(O)CC,<rdkit.Chem.rdchem.Mol object at 0x000001C589533BC0>,"['ReplaceAtom', 'AddFragment', 'RemoveAtom']",7,Generation_1_Molecule_23,-0.00000,102.17699999999999,<rdkit.Chem.rdchem.Mol object at 0x000001C589533DF0>,3710,,,,,,,,,,,
24,C=CCCC,<rdkit.Chem.rdchem.Mol object at 0x000001C589533CA0>,"[None, None, 'RemoveAtom']",5,Generation_1_Molecule_24,0.04500,70.13499999999999,<rdkit.Chem.rdchem.Mol object at 0x000001C589533C30>,253,,,,,,,,,,,
25,CCCCCCCC,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B0350>,"['RemoveAtom', 'RemoveAtom', 'RemoveAtom']",8,Generation_1_Molecule_25,-0.00000,114.232,<rdkit.Chem.rdchem.Mol object at 0x000001C589533ED0>,4614,,,,,,,,,,,
26,CC=C(C)CCC,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B0200>,"['ReplaceBond', 'ReplaceAtom', 'RemoveAtom']",7,Generation_1_Molecule_26,-0.00000,98.189,<rdkit.Chem.rdchem.Mol object at 0x000001C589533E60>,4137,,,,,,,,,,,
27,CCCCC,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B0430>,"['RemoveAtom', 'ReplaceAtom', 'AddAtom']",5,Generation_1_Molecule_27,-0.00000,72.151,<rdkit.Chem.rdchem.Mol object at 0x000001C589533F40>,4180,,,,,,,,,,,
28,CCCCCC=O,<rdkit.Chem.rdchem.Mol object at 0x000001C5895335A0>,"[None, None, 'AddAtom']",7,Generation_1_Molecule_28,-0.00000,100.161,<rdkit.Chem.rdchem.Mol object at 0x000001C589533A00>,4,,,,,,,,,,,
29,CCCCC(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B02E0>,"['RemoveAtom', 'AddAtom', 'ReplaceBond']",7,Generation_1_Molecule_29,-0.00000,100.205,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B00B0>,3714,,,,,,,,,,,
30,CCCCC=O,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B0040>,"[None, None, 'AddAtom']",6,Generation_1_Molecule_30,-0.00000,86.13399999999999,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B03C0>,825,,,,,,,,,,,
31,CCCCCOCCC,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B0510>,"['ReplaceAtom', 'ReplaceAtom', 'RemoveAtom']",9,Generation_1_Molecule_31,-0.00000,130.231,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B0120>,4834,,,,,,,,,,,
32,CCCC(C)(C)CC,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B0190>,"['RemoveAtom', 'RemoveAtom', 'RemoveAtom']",8,Generation_1_Molecule_32,0.00000,114.232,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B04A0>,2749,,,,,,,,,,,
33,CCCCCCCCCCCCCCCC,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B0660>,"[None, None, 'AddFragment']",16,Generation_1_Molecule_33,0.00000,226.44799999999998,<rdkit.Chem.rdchem.Mol object at 0x000001C5895320A0>,324,,,,,,,,,,,
34,CCCCCCCCCCCC,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B06D0>,"[None, None, 'AddFragment']",12,Generation_1_Molecule_34,0.00000,170.34,<rdkit.Chem.rdchem.Mol object at 0x000001C589532110>,123,,,,,,,,,,,
35,C=CCCCCC,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B0820>,"['RemoveAtom', 'ReplaceBond', 'ReplaceAtom']",7,Generation_1_Molecule_35,0.04500,98.189,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B05F0>,4039,,,,,,,,,,,
36,C=CCCCC,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B0900>,"['ReplaceAtom', 'AddAtom', 'AddAtom']",6,Generation_1_Molecule_36,0.04500,84.162,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B07B0>,3705,,,,,,,,,,,
37,CCCCCCCCCCCCC,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B0270>,"[None, None, 'AddFragment']",13,Generation_1_Molecule_37,0.00000,184.367,<rdkit.Chem.rdchem.Mol object at 0x000001C5895320A0>,1273,,,,,,,,,,,
38,CCCCC(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B09E0>,"['AddFragment', 'ReplaceAtom', 'RemoveAtom']",7,Generation_1_Molecule_38,-0.00000,100.205,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B0AC0>,2042,,,,,,,,,,,
39,C=CCCCCC,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B0BA0>,"[None, None, 'ReplaceBond']",7,Generation_1_Molecule_39,0.04500,98.189,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B0890>,1086,,,,,,,,,,,
40,CCCCOC,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B0C80>,"['ReplaceAtom', 'ReplaceAtom', 'RemoveAtom']",6,Generation_1_Molecule_40,-0.00000,88.14999999999999,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B0580>,3817,,,,,,,,,,,
41,CCCCC,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B0DD0>,"['AddAtom', 'RemoveAtom', 'RemoveAtom']",5,Generation_1_Molecule_41,-0.00000,72.151,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B0C10>,2094,,,,,,,,,,,
42,CC=CCC,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B0EB0>,"['AddAtom', 'AddAtom', 'AddAtom']",5,Generation_1_Molecule_42,-0.00000,70.13499999999999,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B0E40>,4998,,,,,,,,,,,
43,CCOC(CC)CC,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B0B30>,"['ReplaceBond', 'AddAtom', 'AddAtom']",8,Generation_1_Molecule_43,0.00000,116.204,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B0970>,4945,,,,,,,,,,,
44,CCCCCCCCCCCCC,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B1150>,"[None, 'AddFragment', 'AddAtom']",13,Generation_1_Molecule_44,0.00000,184.367,<rdkit.Chem.rdchem.Mol object at 0x000001C589532180>,3260,,,,,,,,,,,
45,CCCC(CC)CO,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B0CF0>,"[None, 'ReplaceAtom', 'ReplaceBond']",8,Generation_1_Molecule_45,-0.00000,116.204,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B0D60>,2703,,,,,,,,,,,
46,CCCC(C)OC,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B0F90>,"[None, None, 'ReplaceAtom']",7,Generation_1_Molecule_46,-0.00000,102.17699999999999,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B0F20>,358,,,,,,,,,,,
47,CCCCC,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B13F0>,"['ReplaceBond', 'RemoveAtom', 'AddAtom']",5,Generation_1_Molecule_47,-0.00000,72.151,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B0740>,3570,,,,,,,,,,,
48,CC=CCCCC,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B12A0>,"['ReplaceAtom', 'RemoveAtom', 'RemoveAtom']",7,Generation_1_Molecule_48,0.00000,98.189,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B10E0>,4295,,,,,,,,,,,
49,C=C(C)CCC,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B1070>,"['AddAtom', 'AddFragment', 'AddFragment']",6,Generation_1_Molecule_49,-0.00000,84.162,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B1310>,4913,,,,,,,,,,,
50,CC=CCC=O,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B15B0>,"['AddAtom', 'AddAtom', 'AddAtom']",6,Generation_2_Molecule_50,-0.00000,84.118,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B14D0>,620,,,,,,,,,,,
51,C=C(C)OC(CC)CC,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B1700>,"['ReplaceBond', 'AddAtom', 'AddAtom']",9,Generation_2_Molecule_51,-0.20000,128.215,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B1620>,2763,,,,,,,,,,,
52,C=C(C)CC,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B1930>,"['AddAtom', 'AddFragment', 'AddFragment']",5,Generation_2_Molecule_52,0.00000,70.13499999999999,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B17E0>,6533,,,,,,,,,,,
53,CCCOCCOCC,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B1850>,"['ReplaceAtom', 'ReplaceAtom', 'RemoveAtom']",9,Generation_2_Molecule_53,0.00000,132.203,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B1A10>,5854,,,,,,,,,,,
54,CCCC=CCC(=O)CC,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B1AF0>,"['RemoveAtom', 'RemoveAtom', 'ReplaceBond']",10,Generation_2_Molecule_54,0.00000,140.226,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B1A80>,7158,,,,,,,,,,,
55,CC=CCCCC,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B1E00>,"['RemoveAtom', 'RemoveAtom', 'RemoveAtom']",7,Generation_2_Molecule_55,0.00000,98.189,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B1BD0>,8444,,,,,,,,,,,
56,CC=CCCC,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B1CB0>,"['ReplaceAtom', 'RemoveAtom', 'RemoveAtom']",6,Generation_2_Molecule_56,-0.00000,84.162,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B19A0>,3747,,,,,,,,,,,
57,CCCOC,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B1C40>,"['RemoveAtom', 'ReplaceAtom', 'AddAtom']",5,Generation_2_Molecule_57,-0.00000,74.12299999999999,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B1FC0>,2740,,,,,,,,,,,
58,C=C(C)CCC,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B1D20>,"['ReplaceBond', 'ReplaceAtom', 'RemoveAtom']",6,Generation_2_Molecule_58,-0.00000,84.162,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B1D90>,7546,,,,,,,,,,,
59,CCCCCCCCOCCC,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B1F50>,"['AddAtom', 'RemoveAtom', 'AddFragment']",12,Generation_2_Molecule_59,0.00000,172.31199999999998,<rdkit.Chem.rdchem.Mol object at 0x000001C5895338B0>,7006,,,,,,,,,,,
60,CCCCCC=O,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B2180>,"['RemoveAtom', 'ReplaceBond', 'ReplaceAtom']",7,Generation_2_Molecule_60,-0.00000,100.161,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B1EE0>,4412,,,,,,,,,,,
61,COCCCO,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B1B60>,"['ReplaceAtom', 'ReplaceAtom', 'RemoveAtom']",6,Generation_2_Molecule_61,0.00000,90.122,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B1E70>,928,,,,,,,,,,,
62,COCCCO,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B2110>,"['AddFragment', 'AddFragment', 'AddAtom']",6,Generation_2_Molecule_62,0.00000,90.122,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B20A0>,8652,,,,,,,,,,,
63,CCOCOC,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B2260>,"[None, 'ReplaceAtom', 'ReplaceAtom']",6,Generation_2_Molecule_63,-0.00000,90.122,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B18C0>,3380,,,,,,,,,,,
64,CCCC(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B23B0>,"['RemoveAtom', 'AddAtom', 'ReplaceBond']",6,Generation_2_Molecule_64,-0.00000,86.178,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B22D0>,6310,,,,,,,,,,,
65,CCCCCCCCCCC(O)CC,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B2500>,"['ReplaceAtom', 'AddFragment', 'RemoveAtom']",14,Generation_2_Molecule_65,-0.00000,200.36599999999999,<rdkit.Chem.rdchem.Mol object at 0x000001C589533BC0>,4606,,,,,,,,,,,
66,C=CC=CC,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B2030>,"['ReplaceAtom', 'AddAtom', 'AddAtom']",5,Generation_2_Molecule_66,-0.00000,68.119,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B25E0>,9185,,,,,,,,,,,
67,CCOCCO,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B2420>,"['ReplaceAtom', 'ReplaceBond', 'AddAtom']",6,Generation_2_Molecule_67,0.00000,90.122,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B27A0>,7352,,,,,,,,,,,
68,C=CCCC,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B28F0>,"['ReplaceBond', 'RemoveAtom', 'AddAtom']",5,Generation_2_Molecule_68,0.04500,70.13499999999999,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B2880>,9010,,,,,,,,,,,
69,CC=CCC,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B2490>,"['ReplaceBond', 'ReplaceAtom', 'ReplaceAtom']",5,Generation_2_Molecule_69,-0.00000,70.13499999999999,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B2570>,8108,,,,,,,,,,,
70,CCCCCCCC(C)CCCCC,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B2810>,"[None, 'AddFragment', 'AddAtom']",14,Generation_2_Molecule_70,0.00000,198.394,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B21F0>,2891,,,,,,,,,,,
71,CCCCCCC,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B2C00>,"['RemoveAtom', 'RemoveAtom', 'AddAtom']",7,Generation_2_Molecule_71,-0.00000,100.205,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B26C0>,4211,,,,,,,,,,,
72,CCCCC=CCCCCCCCCC,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B2B20>,"['RemoveAtom', 'AddFragment', 'AddAtom']",15,Generation_2_Molecule_72,-0.00000,210.405,<rdkit.Chem.rdchem.Mol object at 0x000001C589532E30>,4449,,,,,,,,,,,
73,CC=CCC,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B2A40>,"[None, 'RemoveAtom', 'RemoveAtom']",5,Generation_2_Molecule_73,-0.00000,70.13499999999999,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B2730>,2318,,,,,,,,,,,
74,CCC(C)(C)CC(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B2650>,"['RemoveAtom', 'RemoveAtom', 'RemoveAtom']",9,Generation_2_Molecule_74,0.00000,128.259,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B2CE0>,8897,,,,,,,,,,,
75,C=COCC,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B2960>,"['ReplaceAtom', 'AddAtom', 'AddAtom']",5,Generation_2_Molecule_75,-0.11500,72.107,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B2AB0>,3852,,,,,,,,,,,
76,CC=CC(CC)CO,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B2DC0>,"[None, 'ReplaceAtom', 'ReplaceBond']",8,Generation_2_Molecule_76,0.00000,114.18799999999999,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B2B90>,1675,,,,,,,,,,,
77,C=C(C)C(C)C=CC,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B2F10>,"['ReplaceBond', 'AddAtom', 'RemoveAtom']",8,Generation_2_Molecule_77,-0.00000,110.19999999999999,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B2E30>,5337,,,,,,,,,,,
78,CC=CC=CC,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B2F80>,"['RemoveAtom', 'ReplaceAtom', 'RemoveAtom']",6,Generation_2_Molecule_78,-0.00000,82.146,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B2D50>,8690,,,,,,,,,,,
79,C=C(C)CCO,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B2EA0>,"[None, 'AddAtom', 'ReplaceAtom']",6,Generation_2_Molecule_79,-0.00000,86.13399999999999,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B2C70>,986,,,,,,,,,,,
80,CCOCC,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B31B0>,"['AddAtom', 'RemoveAtom', 'RemoveAtom']",5,Generation_2_Molecule_80,-0.00000,74.12299999999999,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B3220>,4766,,,,,,,,,,,
81,CC(C)CCCO,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B2FF0>,"['AddFragment', 'ReplaceAtom', 'RemoveAtom']",7,Generation_2_Molecule_81,-0.00000,102.17699999999999,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B30D0>,9250,,,,,,,,,,,
82,C=C(CC)CCC,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B3140>,"[None, 'RemoveAtom', 'AddAtom']",7,Generation_2_Molecule_82,-0.00000,98.189,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B3450>,1565,,,,,,,,,,,
83,C=CC(O)CCCC,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B3060>,"[None, 'AddAtom', 'AddAtom']",8,Generation_2_Molecule_83,0.00000,114.18799999999999,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B3300>,1543,,,,,,,,,,,
84,CCOCCC(C)O,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B33E0>,"[None, 'ReplaceAtom', 'AddAtom']",8,Generation_2_Molecule_84,0.00000,118.176,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B3370>,2550,,,,,,,,,,,
85,CCCC(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B3760>,"['AddFragment', 'ReplaceAtom', 'RemoveAtom']",6,Generation_3_Molecule_85,-0.00000,86.178,<rdkit.Chem.rdchem.Mol object at 0x000001C5D598DEE0>,2583,,,,,,,,,,,
86,C=CC(C)=CC,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B36F0>,"['ReplaceAtom', 'AddAtom', 'AddAtom']",6,Generation_3_Molecule_86,-0.00000,82.146,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B3610>,7115,,,,,,,,,,,
87,C=CCCCC,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B29D0>,"['ReplaceBond', 'RemoveAtom', 'AddAtom']",6,Generation_3_Molecule_87,0.04500,84.162,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B2340>,8702,,,,,,,,,,,
88,CCC(C)(C)OC(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B37D0>,"['RemoveAtom', 'RemoveAtom', 'RemoveAtom']",9,Generation_3_Molecule_88,-0.00000,130.231,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B34C0>,6361,,,,,,,,,,,
89,CC=CCC,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B3AE0>,"['RemoveAtom', 'ReplaceAtom', 'RemoveAtom']",5,Generation_3_Molecule_89,-0.00000,70.13499999999999,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B3920>,1748,,,,,,,,,,,
90,C=CCCO,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B3BC0>,"['AddFragment', 'AddFragment', 'AddAtom']",5,Generation_3_Molecule_90,0.04500,72.107,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B3B50>,4138,,,,,,,,,,,
91,CC=CCC(O)CC,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B3680>,"['RemoveAtom', 'RemoveAtom', 'RemoveAtom']",8,Generation_3_Molecule_91,-0.00000,114.18799999999999,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B38B0>,5716,,,,,,,,,,,
92,CC=COC,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B3840>,"['ReplaceBond', 'ReplaceAtom', 'ReplaceAtom']",5,Generation_3_Molecule_92,-0.11500,72.107,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B3990>,259,,,,,,,,,,,
93,C=C(C)COC,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B3A70>,"['ReplaceBond', 'ReplaceAtom', 'RemoveAtom']",6,Generation_3_Molecule_93,-0.00000,86.13399999999999,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B3A00>,4305,,,,,,,,,,,
94,COCCO,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B3D10>,"['ReplaceAtom', 'ReplaceBond', 'AddAtom']",5,Generation_3_Molecule_94,0.00000,76.095,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B35A0>,12021,,,,,,,,,,,
95,C=C(CC)CC=CCCC,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B3C30>,"['RemoveAtom', 'RemoveAtom', 'ReplaceBond']",10,Generation_3_Molecule_95,0.00000,138.254,<rdkit.Chem.rdchem.Mol object at 0x000001C5895B3E60>,10458,,,,,,,,,,,
